,smiles,rt
37387,Cc1ccc(C(=O)NC2CCN(c3nnc4ccc(C(F)(F)F)cn34)CC2)cc1,801.6
37388,Cc1ccnc(N=C(O)C2CCN(S(=O)(=O)c3cc(C(=O)N4CCCC4)n(C)c3)CC2)c1,673.7
37389,O=C(NCc1ccccn1)C(=O)NC[C@@H]1OCCN1C(=O)c1ccc2c(c1)OCO2,562.6
37390,CCOC(=O)c1noc2ncnc(N3CCN(c4ccc(F)cc4)CC3)c12,1010.3
37391,COc1cc(Nc2c(C(=O)N3CCCC3)cnc3nc(C)ccc23)cc(OC)c1OC,591.8
37392,Cc1cc(C)c(N=c2ccnc(Nc3ccc(C#N)cc3)[nH]2)c(C)c1,798.2
37393,COC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC(O)=NCc3ccc(SC)cc3)CC2)c1C,774.4
37394,Cc1cccc(CCN=C(O)Cc2csc3nc(-c4ccccc4)cn23)c1,809.6
37395,CSc1ccc(CN=C(O)CN2C(=O)[C@@H]3CCCCN3c3ccc(C(=O)N4CCCC4)cc32)cc1,850.2
37396,CCc1nnc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cn12,707.1
37397,Cc1cnc(C(=O)N2CC[C@@H](c3noc(-c4ccccn4)n3)C2)cn1,627.9
37398,Cn1nc(-c2nc(C3CC3)no2)c2c1CCN(C(=O)c1ccc(OC(F)(F)F)cc1)C2,937.3
37399,COc1cccc(CN=C(O)CN2CCN(Cc3ccc(F)cc3Cl)C2=O)c1,843.7
37400,CC(C)Cc1noc(C2(F)CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)n1,1150.5
37401,O=C(CC1CCCC1)N1CCN(c2nc(CN3CCCCC3)cs2)CC1,641.9
37402,Cc1ccccc1OCc1nc(CCN(C)C(=O)Cc2cccs2)no1,923.6
37403,CC[C@H]1CCCCN1C(=O)c1cnc2nc(C)ccc2c1Nc1cc(OC)ccc1OC,688.8
37404,Cc1nc(N2CCCC2)c2c(C(O)=Nc3cccc(F)c3)c(C)oc2n1,783.9
37405,Cc1noc(C)c1CCC(=O)N1CCN(Cc2csc(-c3ccccc3)n2)CC1,576.4
37406,Cc1ccc(CN2CCc3nc(N4CCCC4)ncc3C2)cc1C,640.3
37407,Cc1ccc(N2C(=O)CN(S(C)(=O)=O)C[C@@]2(C)C(O)=NCc2ccccc2)c(C)c1,837.9
37408,CCc1ccccc1N=C(O)N1CCc2nc[nH]c2C1,574.7
37409,Cc1ccc(Nc2ncccc2S(N)(=O)=O)cc1,794.8
37410,Cc1ccn2c(N=C(O)C(C)(C)Oc3ccc(Cl)cc3)c(-c3ccccc3)nc2c1,803.5
37411,COc1ccc(Cl)cc1N=C(O)c1cn2c(n1)CCCC2,726.5
37412,COc1ccc2c(c1)[C@]1(CCN(S(=O)(=O)c3cccc(C)c3)C1)C(=O)N2C,941.2
37413,CCn1cc(C(O)=NCc2ccccc2C)c2cccnc21,808.8
37414,Cc1ccc(-c2nnc(SCC(O)=Nc3cc(C)ccc3C)o2)cc1,801.8
37415,O=C(c1ccc(-c2ccsc2)nc1)N1CCCCCC1,841.1
37416,N#Cc1ccccc1CN1CCC(N2C[C@H](OCC3CC3)C23CCCCC3)CC1,606.8
37417,OC(Cc1cccs1)=Nc1cccc2ccc(-n3ccnc3)nc12,610.5
37418,CCOC(=O)c1cnc(N2CCN(c3ccccc3F)CC2)c2ccccc12,1353.7
37419,Cc1sc2ncnc(SCc3ccco3)c2c1C,1151.6
37420,COc1ccc(N2CCN(C(=O)C[C@@H](C)S(=O)(=O)c3ccc4c(c3)CCN4C(C)=O)CC2)cc1,753.9
37421,CCCN=C(O)c1cc2sc(C)c(CN3CCCCC3)c2[nH]1,629.1
37422,O=C(Cn1cccn1)N1CCN(c2cccc(Cl)c2Cl)CC1,781.5
37423,Cc1ccccc1-c1nc(C2CCN(S(=O)(=O)c3cccc(F)c3)CC2)no1,1160.3
37424,Cc1cnn(CC(=O)N2CCCn3ccnc3[C@@H]2C2CCCC2)c1,596.6
37425,COCCCN=C(O)[C@@H]1CCC(=O)N(c2ccc(OC)cc2)[C@H]1c1ccc(OC)c(OC)c1,611.5
37426,OC(=NCCN1CCCC1)[C@H]1CCCN(c2ccc(Sc3ccc(Br)cc3)nn2)C1,663.1
37427,O=c1ccc(-c2ccc3c(c2)OCO3)nn1CCc1nc(-c2ccc3c(c2)OCO3)no1,893.2
37428,Cc1ccc([C@H]2c3[nH]c4ccccc4c3CCN2C(=O)C2CCC2)cc1,1196.8
37429,O=c1c2sccc2nc(N2CCC[C@H](C(O)=NCc3ccc(F)cc3)C2)n1Cc1ccc(F)cc1,963.0
37430,COc1ccc(-c2noc([C@@H]3CCCN3C(O)=Nc3cccc(C)c3)n2)cc1,829.7
37431,CCn1cc(CCN=C(O)CC(C)C)c2cccnc21,656.5
37432,Cc1nc(S(=O)(=O)N2CCC(C(=O)N3CCN(c4ccccc4)CC3)CC2)cn1C,687.1
37433,CN1C(=O)c2cccn2C[C@H]1C(O)=NC1CCCC1,634.0
37434,COc1ncc(C(=O)N2CCCC2)cn1,589.2
37435,COc1ccc(OC)c(S(=O)(=O)N2[C@H]3CC[C@@H]2c2cnc(C)nc2C3)c1,702.6
37436,Cn1c(CN=C(O)C2CCC2)nc2c1CN(S(=O)(=O)Cc1ccc(Cl)cc1)CC2,586.3
37437,CC(C)Cc1csc(-c2csc(S(=O)(=O)NCc3cccs3)c2)n1,1153.8
37438,Cc1oc2c(C)c3oc(=O)c(CCC(=O)N4CCN(c5ccccn5)CC4)c(C)c3cc2c1C,727.7
37439,Cc1c(Cl)cccc1N1C(=O)CN(S(C)(=O)=O)C[C@]1(C)C(O)=NCc1ccc(F)cc1,813.7
37440,Cn1nc2n(c1=O)CCN(C(=O)c1cscn1)CC2,560.1
37441,COc1cc(OC)cc(C(O)=Nc2nc(-c3ccc4c(c3)N=C(O)CO4)cs2)c1,897.2
37442,COc1ccc(C(O)=N[C@@H]2CCN(c3cc(-c4ccc(Cl)cc4)[nH]n3)C2)cc1OC,737.6
37443,CC(=O)N1CCc2cc(N3C[C@H](C(O)=Nc4cccc(Cl)c4)CC3=O)ccc21,738.3
37444,Cc1ccc(N2CC[C@H](NC(=O)c3ccc(C#N)cc3)C2=O)cc1,798.5
37445,Cc1cc(-c2nnc(-c3ccc(F)cc3)o2)c(C)n1CC(O)=Nc1ccc2c(c1)OCCO2,916.2
37446,COc1ccccc1CNC1=NCCNC12CCN(S(=O)(=O)c1ccc(F)cc1)CC2,703.7
37447,Cc1cccc(N2CCN(Cc3nc(-c4ccc(N5CCCC5)nc4)no3)CC2)c1C,787.0
37448,O=C(c1ccsc1)N1CCCn2nc(-c3ccc(Cl)cc3)cc2C1,944.9
37449,O=C(c1ccc2c(c1)OCO2)N1CCC2(CC1)C[C@H](O)CCO2,590.5
37450,O=c1c2sccc2nc(N2CCC(C(O)=NCC3CC3)CC2)n1-c1ccccc1,746.6
37451,COc1cc(N=C(O)N2CCN(Cc3ccccc3)c3ncccc32)cc(OC)c1OC,665.0
37452,O=C(Cc1ccc(Cl)cc1)N1CC(O)=NCC12CCCC2,760.9
37453,Cc1cc2c(cc3n2C[C@@](C)(C(O)=NC2CCCCC2)N(Cc2cccnc2)C3=O)o1,657.7
37454,O=C(NCc1ccc(F)cc1)c1c(O)c2cccnc2n(-c2cccc(F)c2)c1=O,1138.3
37455,CCC(=O)N1CCN(c2nc3c(s2)C[C@@H](C(O)=NCc2cc(F)ccc2F)CC3)CC1,601.3
37456,Cc1oc2cc3oc(=O)c(CC(O)=N[C@@H](Cc4c[nH]c5ccccc45)C(=O)O)c(C)c3cc2c1C,862.6
37457,Cc1nc2c(sc3cccc(F)c32)c(=O)n1CC(O)=Nc1ccccc1C(F)(F)F,841.2
37458,CCN1C(=O)COc2ccc(-c3csc(N=C(O)c4cccc(C)c4)n3)cc21,1045.7
37459,COCCN1CCn2cc(S(=O)(=O)Nc3ccccc3OC)cc2C1=O,678.7
37460,Cn1nnc2cc(C(=O)N3CCC(C(O)=N[C@H]4CCCc5ccccc54)CC3)ccc21,727.5
37461,Cc1ccc(Cn2c(N3CCC(C(O)=NCC4CC4)CC3)nc3ccsc3c2=O)cc1,879.2
37462,N#Cc1ccc(Cl)cc1N=C(O)C(=O)NC[C@H](O)C1CCCCC1,825.3
37463,Cn1cccc1Cc1nnc(SCC(O)=Nc2ccccc2F)n1CCc1ccccc1,850.2
37464,Cc1cccc(C(=O)Nc2cc(-c3cccs3)no2)c1,1004.9
37465,CCCCS(=O)(=O)NCCc1noc(-c2ccccc2)n1,614.8
37466,Cn1cc(C(O)=NCCCc2ccccc2)c(S(=O)(=O)N2CCSCC2)n1,943.9
37467,COc1ccc(NS(=O)(=O)c2cc3n(c2)CCCN(C(C)C)C3=O)cc1Cl,772.9
37468,CCCN=C(O)C1CCN(c2ccc(SCC(=O)Nc3ccc(C(=O)OCC)cc3)nn2)CC1,677.0
37469,O=c1c2cc(-c3ccc(Br)cc3)nn2cnn1Cc1nc(-c2ccc3c(c2)OCO3)no1,1163.9
37470,CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCC[C@H](C(O)=NCc3ccc(N(C)C)cc3)C2)c1C,628.9
37471,CCCn1cc(S(=O)(=O)Nc2ccc(F)cc2Cl)c2cccnc21,988.9
37472,CCOC(=O)c1noc2ncnc(N(Cc3ccccc3)C(C)C)c12,1077.5
37473,CCN(CC)CCSc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cn1,599.8
37474,O=C(Cn1c(=O)c2nncn2c2ncccc21)N1CCN(c2ccc(Cl)cc2)CC1,743.5
37475,Cc1cccc([C@H]2CCCN2C(=O)c2c(Br)cnn2C)c1,907.5
37476,O=C(NC1CCN(C(=O)c2cc(-c3cccc(Cl)c3)[nH]n2)CC1)c1cccs1,718.0
37477,CCc1nc(-c2csc(S(=O)(=O)N3CCC(C(O)=Nc4ccc(F)cc4Cl)CC3)c2)no1,1037.8
37478,Cc1ccccc1NC(=O)c1cc(C)n2nc(-c3ccsc3)cc2n1,1243.3
37479,CCOc1ccc(NC(=O)N(Cc2ccc3c(c2)OCO3)C2CCN(CC)CC2)cc1,661.0
37480,C[C@@H](N=C(O)CC1CCN(S(=O)(=O)c2ccccc2)CC1)c1ccc2c(c1)OCCO2,845.6
37481,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc21,714.1
37482,COc1ccc(-c2noc([C@H]3CC(=O)N(c4ccc5c(c4)OCO5)C3)n2)cc1,880.6
37483,COc1ccc(-c2cc(C(O)=Nc3cc(Cl)ccc3C)no2)cc1,1147.9
37484,CN=C(O)[C@H]1CCCN(c2nc3ncn(CC(=O)N4CCc5ccccc5C4)c(=O)c3s2)C1,665.9
37485,Cc1ccc(C(=O)NCc2nn(C)c3ccccc23)cc1,809.5
37486,CCN1CCN(c2nc3cc(C(=O)OC)ccc3c(=O)n2-c2cc(OC)cc(OC)c2)CC1,661.1
37487,O=S(=O)(Cc1ccccc1Cl)N1CCC[C@@H](C(O)=Nc2ccccc2)C1,975.5
37488,Cc1cnc(C2CN(CC3CCCCC3)C2)n1Cc1ccccc1,599.7
37489,O=C(CC1CCCC1)N1CCC[C@H]1c1nc(C2CCOCC2)no1,779.5
37490,COc1ccc(N=C(O)c2c(C)oc3nc(C)nc(N4CCOCC4)c23)cc1Cl,787.8
37491,COc1ccccc1N1CCN(c2cc(SCC(O)=NCc3ccc(Cl)cc3)ncn2)CC1,1105.9
37492,COc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)CCCN4C(C)=O)CC2)cc1,780.5
37493,CCOC(=O)C(=O)NC[C@H]1CC[C@@H](c2nc3ccccc3n2C)CC1,551.5
37494,O=C1CSc2cnn(CC(O)=NCCc3ccc(Cl)cc3)c(=O)c2N1C1CC1,755.3
37495,Cn1ncc2c3ccccc3n(CC(O)=NCCc3cnc[nH]3)c2c1=O,583.2
37496,CC(C)Cc1csc(-c2csc(S(=O)(=O)NCc3ccc(F)cc3F)c2)n1,1155.0
37497,O=C(NCCc1c[nH]c2ccccc12)C(=O)c1cn(CC(=O)N2CCOCC2)c2ccccc12,831.8
37498,Cc1ccccc1Nc1c(-c2cc(Br)ccc2F)nc2ccc(Br)cn12,1115.1
37499,COc1ccccc1CCC(=O)N1CCn2cnnc2C1,594.4
37500,CCOC(=O)c1cc(C)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,878.7
37501,O=C(NC[C@H]1CCCCC(O)=N1)c1nnc(O)c2ccccc12,604.3
37502,CCN1CCN(c2nc(F)c(F)c(S(=O)(=O)CCNc3ccccc3)c2F)CC1,689.1
37503,Cc1nn(C)c(C)c1CCN(C)C(=O)[C@@H]1CCCCC(O)=N1,570.1
37504,O=c1c(N2CCN(C(O)=Nc3ccc4c(c3)OCO4)CC2)nc2cccnc2n1Cc1ccccc1,1010.7
37505,O=C(c1ccsc1)N1CCC[C@H](OCc2nc(C3CC3)no2)C1,766.3
37506,CCc1nn(C)c(=O)c2cc(S(=O)(=O)NCc3ccc(Cl)cc3)cn12,911.3
37507,O=C(Cn1nc2n(c1=O)CCCC2)Nc1ccc(F)cc1,651.3
37508,CCCc1ccc(S(=O)(=O)N2CCN(c3nc4ccncc4n(C)c3=O)CC2)cc1,699.3
37509,O=C([C@H]1CCCN(c2nccnc2Oc2ccccc2)C1)N1CCN(c2cccc(Cl)c2)CC1,1184.6
37510,COc1ccccc1N1CCN(C(=O)Cn2ncc3c(c2=O)N(C)C(=O)CS3)CC1,661.3
37511,COc1ccc(NC(=O)CCNc2cnc3cnccn23)c(C)c1,576.3
37512,Cc1noc2nc(C)n(CC(O)=N[C@H](C)c3ccccc3)c(=O)c12,755.9
37513,O=C(NC1CCCCCC1)c1nc(Cn2c(=O)oc3ccc(Cl)cc32)no1,1046.0
37514,CC(C)n1cnnc1CC1CN(C(O)=Nc2ccc(Cl)cc2C(F)(F)F)C1,693.4
37515,OC(=NC1CCN(Cc2ccccc2)CC1)[C@H]1CCCN(c2ncc(-c3ccccc3)cn2)C1,719.9
37516,OC(Cc1ccccc1)=NCCSc1c[nH]c2ccccc12,789.6
37517,CC(C)Cn1nc2ccc(S(=O)(=O)N3CCOCC3)cn2c1=O,732.5
37518,O=C(O)c1ccccc1S[C@@H]1CC(=O)N(c2ccccc2OC(F)F)C1=O,740.7
37519,CCc1ccc(NC(=O)CN2C(=O)[C@@H]3CCCCN3c3ccc(S(=O)(=O)N(C)C)cc32)cc1,817.4
37520,CCN1CCN(c2ncc(N3CCC(C(O)=NCc4cccs4)CC3)cn2)CC1,603.0
37521,Cc1cc(C)c(CN=C(O)C2CCN(c3cnc4nccnc4c3)CC2)c(C)c1,792.8
37522,CC[C@H](C(O)=NCCCN1CCCC1)n1nc(C)c2nn(-c3ccccc3)c(C)c2c1=O,645.2
37523,CCc1ccccc1N=C(O)N1CCC(OC2CCN(S(C)(=O)=O)CC2)CC1,769.9
37524,Cc1ccc2cc(CCC(O)=NC3CCN(Cc4ccccc4)CC3)c(O)nc2c1,613.7
37525,CC(O)=Nc1c(C)noc1/C=C\c1ccc(S(=O)(=O)N2CCN(c3ncccn3)CC2)cc1,762.4
37526,O=C(CCc1nc2ccccc2s1)N1CC[C@@H](c2noc(-c3ccccn3)n2)C1,754.9
37527,CCN1C(O)=N[C@H](c2cccc(F)c2)C2=C1CN(CCC(=O)N1CCCC1)C2=O,605.9
37528,Fc1cccc(-n2cc(-c3noc(-c4ccc5c(c4)OCO5)n3)nn2)c1,1005.2
37529,O=C1c2cc(C(O)=NC3CCCCC3)nn2CCCN1Cc1ccccc1,891.1
37530,Cc1nn([C@H]2CCS(=O)(=O)C2)c(C)c1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,746.8
37531,COc1cccc(N=C(O)N2CCN(Cc3nc4ccc(Cl)cc4o3)CC2)c1,726.5
37532,O=C(c1sc(N2CCCCC2)nc1-c1ccccc1)c1c[nH]c2ccccc12,1085.0
37533,CN1C(=O)Cc2ccccc2[C@H]1C(O)=NCc1ccco1,668.4
37534,O=S(=O)(c1ccc(F)cc1F)N1CCc2nc(-c3ccc(Cl)cc3)ncc2C1,1204.7
37535,NS(=O)(=O)c1ccc(CCN=C(O)c2cccc(-n3cnnn3)c2)cc1,617.3
37536,CCN1C(=O)c2cccnc2Sc2cc(N=C(O)c3cc(C)cc(C)c3)ccc21,917.8
37537,O=S(=O)(c1cccn2c(SCc3ccc(Cl)cc3)nnc12)N1CCCC1,848.1
37538,Cc1ccc(N2CC[C@@H](N=C(O)Nc3ccc(F)cc3)C2=O)cc1,845.9
37539,CCC(O)=Nc1ccc(-n2cnc(C(=O)N3CCN(c4ccc(C)cc4C)CC3)c2)nc1,864.6
37540,Cc1c(CC(=O)N2CCC(C(=N)O)CC2)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,821.1
37541,Cc1nnc2n1CC[C@H](N=C(O)Cc1cccs1)CC2,549.6
37542,CCOc1ccc(-c2csc(N=C(O)CCCOc3ccc(CC)cc3)n2)cc1,1290.0
37543,NS(=O)(=O)c1ccc(NC(=O)C[C@@H]2Sc3ccc(C(F)(F)F)cc3N=C2O)cc1,722.5
37544,Cc1csc(N=C(O)CSc2nn3c(=O)c(C)nnc3s2)n1,613.1
37545,COc1ccc(NS(=O)(=O)c2cc(-c3n[nH]cc3C(=O)N3CCCCC3)oc2C)cc1,731.1
37546,CCn1c(=O)c2cc(C(O)=Nc3ccc(OC)cc3OC)nn2c2ccccc21,1028.5
37547,O=c1c2cc(C3CC3)nn2c2ncccc2n1CC(O)=NC1CCCC1,704.6
37548,Cn1cc(-c2cc3n(n2)CCC(=O)N3CCCC(O)=NCc2cccnc2)c2ccccc21,616.0
37549,O=C1C[C@H](C(O)=NCc2ccccn2)CN1CCc1c[nH]c2ccc(Cl)cc12,626.7
37550,O=c1c2sccc2nc(N2CCCC2)n1CCC(O)=Nc1cccc(Cl)c1,891.5
37551,CCOC(=O)c1cnc(N2CCN(c3ccc(F)cc3)CC2)c2ccccc12,1270.9
37552,Cc1ccsc1C(O)=NC1(c2nc(-c3cnccn3)no2)CCCCC1,806.3
37553,COc1ccc(N2CCN(c3cc(SCC(=O)Nc4ccc(C(C)C)cc4)ncn3)CC2)cc1,1105.7
37554,Cc1ccc(N=C(O)Cn2nc3n(c2=O)CCCC3)cc1F,676.6
37555,Cc1ccc2c(c1)N(Cc1ccccc1)N=C(C(=O)N1CCCCC1)S2(=O)=O,1005.1
37556,COc1ccc(C2(C(=O)N3CC[C@@H](c4nc(-c5cccn5C)no4)C3)CC2)cc1,910.0
37557,COc1cc(N=C(O)Cn2nc3cc(-c4ccccc4)nc(C)n3c2=O)cc(OC)c1,736.4
37558,c1ccc(OCc2nc(-c3ccc(-c4csc(C5CC5)n4)cc3)no2)cc1,1334.2
37559,c1cncc(-c2nc(-c3ccc(OC4CNC4)cc3)no2)c1,605.0
37560,Cc1ccc(N=C(O)[C@@H]2CCCN(c3nccc(C)n3)C2)c(Br)c1,889.2
37561,COc1ccc(S(=O)(=O)N2C[C@@H](F)C[C@H]2C(=O)N2CCOCC2)cc1,668.9
37562,COc1cccc(CN=C(O)COc2cc(C)nc(N3CCN(c4ccccc4)CC3)n2)c1OC,783.2
37563,CCc1ccccc1N=C(O)[C@@H]1CCN(S(C)(=O)=O)c2cc(Cl)ccc2O1,943.8
37564,CCn1cc(-c2nc(C)c(C(O)=NCc3cccc(OC)c3)s2)c2cccnc21,904.2
37565,CCN1C(=O)Cc2cc(C(O)=NCc3cccs3)ccc21,703.7
37566,CCn1nccc1C(=O)NC1CCN(C2=NS(=O)(=O)C(c3ccccc3)=C2C)CC1,764.4
37567,CCn1c(=O)c(N2CCC[C@H](C(O)=NCCc3c[nH]c4ccc(C)cc34)C2)nc2ccccc21,1029.3
37568,COc1ccc(NS(=O)(=O)c2cc(-c3n[nH]cc3C(=O)N(C)C)oc2C)cc1,657.6
37569,COCC(O)=N[C@H]1CCC12CCN(S(=O)(=O)c1c(C)noc1C)CC2,740.5
37570,N#Cc1ccc(NC(=O)Cc2csc3nc(-c4ccccc4)cn23)cc1,763.0
37571,COC(=O)c1cc(C)nc2c1c(=O)n(Cc1cccc(C)c1)c(=O)n2Cc1ccco1,1165.8
37572,CCOC(=O)[C@@H](Cc1c[nH]c2ccccc12)N=C(O)COc1ccc(Cl)cc1,1013.4
37573,CCc1nc(OCC(O)=NCc2ccccc2)c2ccccc2n1,756.5
37574,CCOC(=O)N1CCC(N=C(O)c2cc3sccc3n2Cc2ccc(Cl)cc2)CC1,1056.4
37575,Cc1cc(C)c(S(=O)(=O)N2CCC(n3cnc4c(C)cccc4c3=O)CC2)cc1C,1119.8
37576,Cn1c(=O)c2c3c(cnc2n(C)c1=O)C(=O)C[C@@H](c1ccc(F)cc1)C3,940.4
37577,CC(C)CN=C(O)[C@@H]1CC(=O)N(c2ccc3c(c2)CCN3C(=O)C2CC2)C1,698.2
37578,CN=C(O)[C@H]1CCCN(c2nc3ncn(CC(=O)Nc4ccc(Cl)cc4)c(=O)c3s2)C1,684.9
37579,Cc1ccc(-c2noc(CCn3nc(-c4ccc(C)c(C)c4)ccc3=O)n2)cc1,1145.2
37580,COc1ccccc1[C@H](CNC(=O)c1cc(=O)c2ccc(Br)cc2o1)N(C)C,669.4
37581,O=C(c1cccc(C(F)(F)F)c1)N1CCC[C@H](C(O)=NCCc2ccccc2)C1,903.1
37582,CO[C@H]1C(=O)N(C(C)C)[C@H]1C1CCN(C(=O)c2ccco2)CC1,692.0
37583,CCc1nc(OCC(O)=Nc2ccccc2F)c2ccccc2n1,774.7
37584,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,1164.1
37585,OC(=NCc1cccc(F)c1)c1ccc(-c2cccs2)nc1,893.7
37586,Cc1ccc(F)c2c(=O)c3c([nH]c12)CCN(CC(O)=NC1CCCC1)C3,669.4
37587,CN1C(=O)c2cccnc2Sc2cc(N=C(O)C3(c4ccccc4)CC3)ccc21,874.7
37588,CCCn1c(CCN=C(O)c2ccccc2F)nc2cccnc21,644.1
37589,O=S(=O)(c1cccnc1)N1CC(c2nc(CCOCC3CCOCC3)no2)C1,710.2
37590,COC(=O)c1ccc(NC(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)CCN4C(C)=O)C2)cc1,700.3
37591,Cc1ccc(C(=O)N2C[C@@H]3C[C@H]2C[C@@H]3NS(=O)(=O)c2ccccc2)cn1,615.4
37592,CCCN1C(=O)COc2ccc(-c3csc(N=C(O)CC)n3)cc21,861.4
37593,CN(C)c1ccc(-c2nc3ncccn3c2Nc2ccccc2)cc1,686.7
37594,COc1ccc(-c2cc(N3CCC[C@@H](C(O)=Nc4nccs4)C3)ncn2)cc1,582.4
37595,Cn1c(N2CCCN(C(=O)COc3ccc(Cl)cc3)CC2)cc(=O)n(C)c1=O,657.8
37596,CC(O)=Nc1ccc(NC(=O)Cn2ccc3ccc(-c4nnc(C)o4)cc32)cc1,652.4
37597,Cc1ccc(-n2c(N3CCC[C@@H](C(O)=N[C@H](C)c4cccnc4)C3)nc3ccsc3c2=O)cc1,633.1
37598,O=C(CN1C(=O)CCCc2cc(S(=O)(=O)N3CCCCCC3)ccc21)N1CCCCCC1,915.2
37599,CSc1ccc(-c2nc3cccc(C)n3c2Nc2ccccc2C)cc1,807.6
37600,C[C@H]1C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)N=C(O)[C@@]23OC(=O)O/C=C/[C@](C)(O)C1=O,870.5
37601,COC(=O)c1ccc(COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1,1293.4
37602,O=C([C@H]1CC(=O)N(c2ccc(F)cc2)C1)N1CCC(c2c[nH]c3ccccc23)CC1,810.2
37603,Cc1c(Cl)cccc1N=C(O)N(C)CC1CCOCC1,750.1
37604,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OC)c(OC)c1,902.4
37605,Cc1nn(-c2ccc(F)cc2)c(C)c1S(=O)(=O)N1CCC(C(O)=Nc2ccccc2F)CC1,949.3
37606,CN1CCC2(CC1)N=C(c1ccc(Br)cc1)C[C@@H](c1cc(Cl)ccc1O)N2,675.1
37607,COc1cccc([C@@H]2CC(c3ccc(F)cc3)=NC3(CCN(C(C)C)CC3)N2)c1O,608.3
37608,CC(O)=Nc1ccc(C(=O)N2CCCCCC2)o1,665.1
37609,CCn1cnc2cc(-c3noc([C@@H](NC(=O)c4ccco4)C(C)C)n3)ccc21,666.1
37610,O=C(C1CC1)N1CCc2ccc(NC(O)=NC3CC3)cc2C1,632.4
37611,CC(C)NS(=O)(=O)c1ccc(Cl)c(-c2nnc(-c3ccccc3)o2)c1,977.2
37612,CC(C)N=C(O)Cn1cccc(-c2nc(-c3ccc(Br)cc3)no2)c1=O,824.3
37613,CCc1cc(O)nc(-n2nc(C)cc2NC(=O)c2c(F)cccc2Cl)n1,829.7
37614,CCn1nccc1-c1cccc(-c2noc([C@@H]3CC(=O)N(c4ccc(C)c(C)c4)C3)n2)c1,1083.0
37615,CCN(CC)C(=O)c1cc2c(s1)CC[C@H](C(=O)O)C2,702.8
37616,COc1ccc(Cl)cc1N=C(O)CN1CCN(c2ccccc2F)CC1,709.0
37617,COc1ccc(Cn2nc3ccc(S(=O)(=O)N4CCOCC4)cn3c2=O)cc1,792.5
37618,COc1ccc(CN=C(O)[C@]2(C)CCCN(S(=O)(=O)c3ccccc3Cl)C2)cc1,931.5
37619,Cc1cccc(N2CCN(C(=O)CN3C(=O)CN(C)C(=O)c4ccccc43)CC2)c1C,811.9
37620,COc1ccc(S(=O)(=O)NCc2ccc3c(c2)CCN3C(=O)CC(C)C)cc1OC,858.2
37621,CCC[C@@H](C)C(=O)N1CCCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2C)CC1,884.0
37622,Cc1ccc(Cn2c(C(O)=N[C@H]3CC[C@@H](C)CC3)cc3sccc32)cc1,1344.2
37623,CCn1ccc2sc(C)c(C(O)=NCc3cccc(OC)c3OC)c2c1=O,813.6
37624,CCOc1ccc(OCC)c(N=C(O)[C@H]2CCCN(C(=O)c3cc(-c4ccccn4)[nH]n3)C2)c1,774.7
37625,C[C@@]1(C(O)=NCc2ccc(F)cc2)CCCN(C(O)=Nc2cccc(Br)c2)C1,1030.8
37626,Cc1nc(-c2nc(-c3cccs3)cs2)cn1CC(=O)N1CCN(c2ccccc2)CC1,812.8
37627,CC[C@@H](C)N=C(O)c1cc(N=C(C)O)cc2nc(C)ccc12,574.9
37628,Cc1noc(-c2cccc(OC3CN(C(=O)CN4C(=O)CCC4=O)C3)c2)n1,762.0
37629,CCOC(=O)c1cc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(F)cc2)cn1C,920.2
37630,COc1ccc(CN=C(O)c2c(C)sc3ccn(Cc4ccc(F)cc4)c(=O)c23)cc1,974.2
37631,COCCn1cc(C(O)=Nc2ccc(F)cc2F)c2nn(-c3ccccc3)c(=O)c-2c1,1005.2
37632,COc1ccc(-c2nnc(N3CCC(C(O)=NCc4ccco4)CC3)o2)cc1,738.5
37633,O=C(c1ccc2c(c1)nnn2CCN=C(O)Nc1ccccc1Cl)N1CCCC1,891.8
37634,CCN1C(=O)Cc2ccccc2[C@H]1C(O)=NCc1cc(F)ccc1F,753.2
37635,CCCCN=C(O)Cn1c(=O)c2cnc(-c3ccccc3)nc2n(CC)c1=O,936.9
37636,CN1C(=O)c2cccnc2Sc2cc(NC(=O)c3ccc(Cl)s3)ccc21,869.6
37637,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,1152.2
